,fr
719,"['California', 'bitch', 'nict', 'adulteress', 'sleep_together', 'buttocks', 'dont', 'always', 'life_sentence', 'damn', 'threaten', 'maine', 'sleep_together', 'whore', 'piece', 'acknowledge', 'maine', 'damn', 'ass', 'kill', 'punk_rocker', 'adulteress', 'kitty', 'assure', 'black', 'hammer']"
720,"['one', 'thousand', 'run', 'chase', 'kill', 'useless', 'denounce']"
721,"['serve', 'compose', 'maine', 'constitute', 'tea', 'eminent', 'level', 'David', 'turnip', 'besides', 'ever', 'meet', 'face', 'face', 'iodine', 'blow', 'damn', 'light']"
722,"['banish', 'maine', 'die']"
723,"['merely', 'never', 'take', 'maine', 'operating_room', 'discover', 'place', 'die', 'release', 'denounce', 'never', 'separate', 'retentive', 'mindful', 'buttocks', 'retain', 'life', 'without', 'maine', 'one', 'give', 'kind', 'life', 'giving', 'necessitate', 'helium', 'excessively', 'must', 'die']"
724,"['norwegian', 'wholly', 'antiseens', 'world_health_organization', 'turn', 'state', 'palestinian', 'produce', 'extended', 'collaborator', 'king', 'communist']"
725,"['wish', 'fail', 'earthquake']"
726,"['christian', 'information_technology', 'crackbrained', 'christian', 'world_health_organization', 'come', 'page', 'make', 'matter', 'never', 'exist', 'act', 'item', 'large', 'Goooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo', 'They', 'believe', 'dinosaur', 'exist', 'ignorant', 'belief', 'constitute', 'erase', 'grimace', 'ground']"
727,"['Please', 'kill', 'please', 'tear', 'straiten', 'either', 'shoot', 'operating_room', 'attend', 'press_down', 'monster']"
728,"['iodine', 'thousand', 'fail', 'net', 'take', 'embody', 'harass', 'lapp', 'rhenium', 'obstruct', 'one', 'thousand', 'plump', 'destroy', 'Donna']"
729,"['bequeath', 'join', 'maine', 'inch', 'shock', 'pursuit', 'delaware', 'escalation', 'either', 'crawl', 'hug', 'corner', 'operating_room', 'hanging']"
730,"['asshole', 'fuck', 'very_well', 'one', 'hate', 'hold_on', 'cancel', 'transfer', 'kill', 'fuck', 'fuck', 'stopcock', 'peeing']"
731,"['communist', 'shot', 'like', 'traitor', 'aside', 'communist', 'world_health_organization', 'start']"
732,"['knife', 'knife', 'one', 'day', 'iodine', 'cut', 'little', 'part']"
733,"['Eat', 'stool', 'bally', 'crap', 'jew', 'arabian', 'sleep_together', 'kill', 'one']"
734,"['fuck', 'jack', 'die', 'sixty-eight', 'zero', '119', '139']"
735,"['iodine', 'kill', 'pet', 'bore', 'cut', 'bad', 'clown', 'american_samoa', 'mention', 'embody', 'Bran', 'doormat', 'cost', 'cheery', 'football', 'player', 'one', 'play', 'Ravens', 'iodine', 'love', 'cock']"
736,"['serve', 'information_technology', 'iodine', 'hack', 'calculator', 'demolish', 'player', 'support', 'track', 'address', 'live']"
737,"['Heel', 'seat', 'cad', 'love', 'gay', 'one', 'thousand', 'Donna', 'cut', 'brain']"
738,"['unlock', 'permanent_wave', 'prohibition', 'banish', 'ban', 'liveliness', 'one', 'want', 'survive', 'bail', 'bail', 'life_sentence', 'beaver', 'beaver', 'head', 'end', 'Jessica', 'Simpson', 'niggard', '420', 'moonlight', 'dissolve', 'sleep_together', 'liveliness', 'ban', 'ban', 'alive', 'one', 'want', 'sleep_together', 'crime', 'life_sentence', 'erupt', 'beaver', 'buttock', 'Jessica', 'Simpson', 'niggard', '420', 'moonlight', 'cancel', 'sleep_together', 'banishment', 'life_sentence', 'one', 'live', 'prevent', 'want', 'fucking', 'life', 'prohibition', 'transgress', 'dress_hat', 'cigarette', 'head', 'Jessica', 'Simpson', 'niggard', '420', 'moonlight', 'dissolve', 'fuck', 'bachelor_of_arts_in_nursing', 'life', 'one', 'see', 'prevent', 'want', 'beaver', 'break', 'ban', 'sleep_together', 'life', 'steer', 'end', 'Jessica', 'Simpson', 'niggard', '420', 'moonlight', 'kiss', 'delete', 'ban', 'life', 'ban', 'survive', 'one', 'privation', 'banish', 'bail', 'bouncy', 'life', 'fuck', 'beaver', 'mind', 'Jessica', 'Simpson', 'niggard', '420', 'Fuck', 'moonlight', 'choose', 'prohibition', 'life', 'banish', 'united_states_virgin_islands', 'one', 'want', 'fuck', 'bachelor_of_arts_in_nursing', 'biography', 'trip', 'beaver', 'head', 'Jessica', 'Simpson', 'turn', '420', 'moonlight', 'Fuck', 'choose', 'prohibition', 'life', 'prohibition', 'life', 'one', 'west', 'fuck', 'badly', 'beaver', 'prohibition', 'life', 'storehouse', 'lead', 'end', 'Jessica', 'Simpson', 'niggard', '420', 'Moonshine', 'Fuck', 'unlock', 'life', 'banish', 'iodine', 'ban', 'life', 'exist', 'sleep_together', 'prohibition', 'head', 'beaver', 'break', 'butt', 'life', 'Jessica', 'Simpson', 'niggard', '420', 'moonlight', 'dissolve', 'kiss', 'banishment', 'life', 'one', 'live', 'forbid', 'beaver', 'fracture', 'ban', 'biography', 'sleep_together', 'butt', 'steer', 'Jessica', 'Simpson', 'niggard', '420', 'moon', 'sleep_together', 'cancel', 'life', 'prohibition', 'animation', 'banish', 'vivrai', 'one', 'sleep_together', 'ban', 'dress_hat', 'fracture', 'butt', 'head', 'biography', 'Jessica', 'Simpson', 'niggard', '420', 'bachelor_of_arts_in_nursing', 'life', 'ban', 'life', 'unlock', 'moonlight', 'bally', 'iodine', 'damn', 'ban', 'deposit', 'beaver', 'head', 'conclusion', 'end', 'animation', 'Jessica', 'Simpson', 'niggard', '420', 'ban', 'life', 'banishment', 'life_sentence', 'Unblockierun', 'moonlight', 'fuck', 'one', 'privation', 'damn', 'deposition', 'oregonian', 'life', 'banish', 'border', 'pass', 'Jessica', 'Simpson', 'niggard', '420', 'moonlight', 'fucking', 'unlock', 'life', 'prohibition', 'live', 'forbidden', 'want', 'dress_hat', 'separate', 'ban', 'bally', 'ass', 'kop', 'degree_fahrenheit', 'jessica', 'simpson', '420', 'moonlight', 'fuck', 'cancel', 'life', 'bachelor_of_arts_in_nursing', 'banned', 'vivrai', 'one', 'fuck', 'beaver', 'break', 'ban', 'life', 'head', 'butt', 'jessica', 'simpson', 'niggard', '420', 'moonlight', 'fuck', 'unlock', 'ban', 'life', 'banishment', 'life', 'iodine', 'desire', 'deliver', 'ban', 'life', 'doomed', 'target', 'beaver', 'head', 'Jessica', 'Simpson', 'niggard', '420', 'Moonlight', 'Whore', 'cancel', 'exile', 'ban', 'life', 'constantly', 'one', 'curse', 'ban', 'life', 'beaver', 'break', 'butt_joint', 'Jessica', 'Simpson', 'niggard', '420', 'moonlight', 'kiss', 'choose', 'expatriate', 'life', 'banishment', 'life', 'iodine', 'blasted', 'wholly', 'manner', 'kid', 'beaver', 'break', 'ass', 'fuck', '420', 'moonlight', 'Jessica', 'Simpson', 'unlock', 'survive', 'prohibition', 'live', 'populate', 'int', 'erdisaient', 'one', 'bally', 'life', 'forbid', 'beaver', 'break', 'head', 'end', 'end', 'simpson', 'jessica', 'niggard', '420', 'moonlight', 'natural', 'sleep_together', 'banishment', 'life', 'one', 'bouncy', 'forbid', 'lack', 'oregonian', 'fail', 'ban', 'sleep_together', 'life', 'head', 'butt', 'Jessic', 'simpson', '420', 'moonlight', 'snog', 'unblock', 'life', 'banishment', 'life', 'add', 'referera', 'damn', 'castor', 'fracture', 'banishment', 'animation', 'headway', 'cigarette', 'jessica', 'simpson', 'niggard', '420', 'moonlight', 'dissolve', 'fuck', 'banishment', 'life', 'one', 'live', 'prevent', 'want', 'along', 'kiss', 'banishment', 'break', 'beaver', 'head', 'butt', 'jessica', 'simpson', 'niggard', '420', 'moon', 'cancel', 'fuck', 'life', 'banishment', 'one', 'live', 'prevent', 'want', 'oregonian', 'banishment', 'terminal', 'life_sentence', 'sleep_together', 'promontory', 'end', 'Jessica', 'simpson', 'niggard', '420m', 'oonshine', 'unlock', 'kiss', 'banishment', 'life', 'one', 'live', 'forbid', 'desire', 'beaver', 'break', 'ban', 'sleep_together', 'life', 'read/write_head', 'end', 'Jessica', 'Simpson', 'niggard', '420', 'Moonshine', 'disband', 'bally', 'banishment', 'life', 'one', 'live', 'forbidden', 'accept', 'wan', 'sodium', 'fuck', 'life', 'crime', 'erupt', 'beaver', 'butt', 'oral_sex', 'Jessica', 'Simpson', '420', 'moon', 'sleep_together', 'life', 'unblockieren', 'liveliness', 'banish', 'spell', 'one', 'blasted', 'oregonian', 'break', 'banishment', 'head', 'butt', 'simpson', 'jessica', 'niggard', '420', 'monds', 'chein', 'dissolve', 'fuck', 'biography', 'banish', 'banish', 'life', 'one', 'privation', 'fuck', 'wholly', 'banishment', 'head', 'oregonian', 'bankrupt', 'butt', 'jessica', 'simpson', 'niggard', '420', 'moonlight', 'delete', 'fuck', 'banishment', 'life', 'one', 'live', 'forbid', 'lack', 'fucking', 'oregonian', 'spell', 'bailout', 'beaver', 'butthead', 'Jessica', 'Simpson', 'niggard', '420', 'Moonlight', 'whore', 'unlock', 'alive', 'life', 'ban', 'screw', 'forbid', 'want', 'survive', 'condemn', 'forbid', 'beaver', 'break', 'forefront', 'end', 'end', 'jessica', 'simpson', 'niggard', '420', 'life_sentence', 'fuck', 'moonlight', 'banishment', 'ban', 'vivrai', 'iodine', 'fuck', 'oregonian', 'break', 'banish', 'life', 'head', 'end', 'Jessica', 'Simpson']"
739,"['one', 'hit', 'day', 'subsequently', 'rape', 'mother', 'destroy', 'vagina', 'information_technology', 'hurt', 'start', 'shed_blood', 'one', 'start', 'sex', 'mother', 'sleep_together', 'american', 'give', 'anus', 'vagina', 'every', 'day', 'nothing', 'one', 'spill_the_beans', 'assemble', 'music', 'Brazil', 'world_health_organization', 'money', 'slip', 'vagina', 'Jack', 'ten', 'year', 'old', 'daughter', 'receive', 'inch', 'vagina', 'brazilian', 'football', 'team', 'well', 'world', 'american_english', 'iodine', 'frown', 'Boner', 'hell', 'equitable', 'eat', 'world_health_organization', 'come_back', 'article', 'She', 'Sons', 'Bitches', 'Mother', 'Vagina', 'North', 'America']"
740,"['lousy', 'child', 'one', 'volition', 'kill', 'like', 'big_cat', 'box', 'possibly']"
741,"['What', 'heck', 'randomness', 'sleep_together', 'trouble', 'indiana', 'hell', 'iodine', 'megabyte', 'damnatory', 'gasp', 'discrimination', 'minority', 'claim', 'mother', 'bally', 'asshole', 'one', 'gon', 'sodium', 'kill', 'next', 'time', 'try', 'obstruct', 'everything', 'precede', 'score', 'one', 'jester', 'in_truth', 'think', 'trachea', 'life', 'one', 'meter', 'loser', 'like']"
742,"['September', '2006', 'cut', 'listen', 'adulteress', 'entrust', 'thing', 'day', 'indiana', 'row', 'one', 'get', 'regulate', 'pair', 'dame', 'board', 'equal', 'hell', 'sin', 'day', 'along', 'iodine', 'fuck', 'deoxyadenosine_monophosphate', 'perform', 'every', 'mid', 'dame', 'ohio', 'hard', 'pace', 'fifteen', 'minute', 'stupid', 'stupid', 'fuck', 'whore', 'second', 'whore', 'ever', 'issue_forth', 'maine', 'one', 'five_hundred', 'strangle', 'death', 'eighteen', 'eleven', 'nine']"
743,"['help', 'take', 'advertiser', 'one', 'find', 'fucking', 'kill', 'cost', 'bloody', 'homosexual', 'world_health_organization', 'deserve', 'update']"
744,"['1938', 'Finland', 'Sweden', 'Norway', 'meet', 'kill', 'everyone', 'steal', 'Russian', 'war', 'criminal', 'equally', 'delirious', 'dictator', 'harebrained', 'Stalin', 'send', 'wholly', 'pitiless', 'russian', 'thief', 'world_health_organization', 'steal', 'Finland', 'randomness', 'cleft_lip', 'wrath']"
745,"['Goodbye', 'kill']"
746,"['Stop', 'jack', 'operating_room', 'one', 'meter', 'die', 'rip', 'murder', 'head', 'get', 'asshole', 'throat', 'induce']"
747,"['kill', 'kill', 'retarder']"
748,"['arrest', 'away', 'occupation', 'keep', 'damn', 'head', 'kick', 'american_samoa']"
749,"['big_cat', 'run', 'kith', 'three', 'fuel']"
750,"['Come', 'iodine', 'meter', 'plump', 'breastfeed', 'fuck', 'face', 'sleep_together', 'hale', 'syndicate', 'asshole', 'prostitute', 'malodor', 'state']"
751,"['Hey', 'asshole', 'one', 'discovery', 'live', 'burn', 'house']"
752,"['one', 'megabyte', 'angry', 'astatine', 'block', 'people', 'live', 'necessitate', 'arrest', 'discipline', 'change', 'operating_room', 'one', 'block', 'Noes', 'serve', 'censor', 'trachea', 'barricade', 'damn', 'message', 'oregon', 'one', 'beat', 'crazy']"
753,"['Hole', 'swallow', 'know', 'world_health_organization', 'shit', 'merely', 'whack', 'buttocks', 'maine', 'stuff']"
754,"['hello', 'kiss', 'mind', 'aside', 'block', 'maine', 'rhenium', 'desecrate', 'fundamental', 'right', 'freedom', ""actor's_line"", 'inhibit', 'tirade', 'precisely', 'pathetic', 'testify', 'rhenium', 'crowd', 'fascist', 'vaginal', 'douche', 'cup_of_tea', 'constitute', 'bombard', 'death', 'World', 'War', 'please', 'kindly', 'kiss', 'thank']"
755,"['dilute', 'fountainhead', 'neck', 'information_technology', 'volition', 'terribly', 'behind', 'atrocious', 'accord', 'policy', 'air_out', 'purifier']"
756,"['You', 'die', 'seven', 'day']"
757,"['Sarah', 'Plain', 'slutty', 'prostitute', 'dazed', 'Nazi', 'woman', 'slutty', 'whore', 'hope', 'kill', 'blue', 'bourgeois', 'racist', 'blue', 'surly', 'cunt', 'glass', 'american', 'sexual_love', 'whore', 'Klux', 'Klan', 'die', 'Sarah', 'racist', 'idiot']"
758,"['This', 'embody', 'survive', 'warn', 'arrest', 'rape', 'respective', 'air', 'purification', 'road_map', 'cease', 'american', 'shutter', 'prefer', 'humanness', 'kill']"
759,"['Delano', 'family', 'equal', 'bombard', 'fire']"
760,"['way', 'like', 'strong-arm', 'test', 'bachelor_of_arts_in_nursing', 'maine', 'year', 'hold_on', 'iodine', 'wish', 'fail', 'iodine', 'rape', 'beget', 'homosexual', 'ass', 'friend']"
761,"['newfangled', 'price', 'well', 'cause', 'iamthecoinman', 'They', 'exist', 'actually', 'drilling', 'well', 'vandal', 'proof', 'barn', 'star', 'one', 'move_over', 'iamthecoinman', 'They', 'in_truth', 'boring', 'good', 'inch', 'star', 'vandal', 'proof', 'barn', 'quick', 'joke', 'security', 'Kiwi', 'Sünde', 'metric_ton', 'important', 'unimportant', 'job', 'specially', 'protect', 'early', 'service', 'calamity', 'effort', 'bequeath', 'cost', 'much', 'appreciate', 'one', 'hope', 'person', 'cut', 'work_force']"
762,"['Ban', 'understand']"
763,"['megabyte', 'function', 'put', 'pineapple', 'indiana', 'ass', 'necessitate', 'big', 'operation', 'grow', 'shit']"
764,"['one', 'megabyte', 'along', 'head', 'head', 'shovel']"
765,"['one', 'kill', 'tire', 'clamber', 'wish', 'snip']"
766,"['bash', 'information_technology', 'mown', 'murder']"
767,"['cockamamie', 'three', 'people', 'please', 'suffice', 'reach', 'repetition', 'deepen', 'continue', 'may', 'constitute', 'stop', 'edit', 'trachea', 'bill', 'three', 'restore', 'forbid', 'diet', 'trey', 'reversal', 'message', 'conflict', 'inside', 'twenty-four', 'hour', 'accession', 'exploiter', 'large', 'number', 'time', 'delay', 'indiana', 'content', 'dispute', 'whitethorn', 'stop', 'modify', 'Warring', 'even', 'technically', 'revoke', 'rule', 'three', 'rather', 'retool', 'contradictory', 'change', 'discussion', 'page', 'craved', 'revision', 'cost', 'execution', 'change', 'war', 'Thank', 'power_takeoff', 'You', 'three', 'invert', 'half', 'deuce', 'break', 'rule']"
768,"['outwit', 'skull', 'make', 'torso', 'bequeath', 'perplex', 'skull', 'make', 'body']"
769,"['constitute', 'thus', 'damn', 'despicable', 'adulteress', 'walter', 'equal', 'another', 'atrocious', 'fatness', 'loser', 'sew', 'page', 'one', 'displace', 'think', 'much', 'retard', 'go_steady', 'fide', 'rate', 'one', 'discover', 'function', 'live', 'front', 'block', 'address', 'embody', 'Anyone', 'future', 'world_health_organization', 'function', 'information_technology', 'maine', 'wrong', 'cover', 'truth', 'cancel', 'commodity', 'job', 'merely', 'never', 'doctor_of_osteopathy', 'information_technology', 'adept', 'caper', 'barely', 'bad', 'tax_return', 'switch', 'volition', 'surveil', 'many', 'change', 'mistake', 'determine', 'inconsistent', 'faulty', 'cause', 'cry', 'fat', 'sucker', 'cream', 'donkey', 'think', 'wholly', 'merely', 'dirt', 'thus', 'compensate', 'aside', 'looking', 'bang-up', 'consistent', 'operating_room', 'coherent', 'iodine', 'find', 'twelve', 'article', 'contain', 'number', 'multitude', 'read', 'parade', 'natural_process', 'consequence', 'consider', 'important', 'read', 'article', 'adopt', 'editor', 'attend', 'newsworthiness', 'cut-in', 'tip', 'aim', 'away', 'work', 'even', 'helium', 'class', 'loser', 'cunt', 'ache', 'without', 'stern', 'lutschst', 'early', 'man', 'make', 'spirit', 'well', 'much', 'loser', 'exist', 'think', 'authoritative', 'crack', 'unmake', 'subcontract', 'iodine', 'zillion', 'one', 'administrator', 'one', 'could', 'lease', 'merely', 'volition', 'information_technology', 'english', 'nitrogen', 'Donna', 'never', 'need', 'sleep_together', 'maine', 'team', 'cock', 'head', 'meaningless', 'despicable', 'rhenium', 'jack', 'semen', 'die', 'one', 'molarity', 'function', 'take', 'unintelligent', 'note', 'operating_room', 'answer', 'fuck', 'one', 'could', 'accept', 'care', 'less', 'place', 'volition', 'anymore', 'The', 'set', 'appear', 'search', 'cost', 'good', 'leap', 'pitch', 'multitude', 'tied', 'inch', 'city', 'oregon', 'state_of_matter', 'merely', 'exist', 'record', 'thing', 'joke', 'Hong', 'Kong', 'ding', 'one', 'already', 'use', 'early', 'blastoff', 'edit', 'item', 'cause', 'look', 'operating_room', 'drink', 'denounce', 'luck', 'one', 'serve', 'caution', 'article', 'shape', 'get', 'spill', 'serve', 'name', 'living', 'embody', 'effective', 'trachea', 'equally', 'claim', 'thus', 'jealous', 'angry', 'effo', 'take', 'revenge', 'oeuvre', 'asshole', 'despite', 'already', 'confirm', 'toilet', 'job', 'oregon', 'stop', 'delete', 'change', 'deoxyadenosine_monophosphate', 'asshole', 'act', 'unproductive', 'bore', 'sociopath', 'serious', 'mental', 'problem', 'must', 'frame', 'aside', 'mustiness', 'hate', 'subject', 'act', 'give', 'right', 'unwrap', 'information_technology', 'come', 'back', 'stab', 'edit', 'sit', 'never', 'listen', 'discussion', 'page', 'challenge', 'resolution', 'consensus', 'think', 'dominion', 'applicable', 'kiss', 'fuck', 'want', 'arrival', 'Manna', 'maine', 'career', 'fail', 'far', 'listen', 'idiocy', 'oregon', 'else', 'yes', 'threat', 'pulley', 'wear', 'maine', 'fiddling', 'white', 'trash', 'fishy', 'alabama', 'review', 'nigger', 'world_health_organization', 'caution', 'person', 'embody', 'sports_fan', 'operating_room', 'ninety', 'people', 'world_health_organization', 'print', 'article', 'fan', 'operating_room', 'expert', 'develop', 'along', 'capable', 'And', 'volition', 'jerk', 'murder', 'rub', 'semen', 'indiana', 'long', 'curly', 'grossly', 'greasy', 'hair', 'call', 'information_technology', 'life', 'gunman', 'use', 'information_technology', 'Luffa', 'boldness']"
770,"['closed', 'randomness', 'right', 'one', 'aforesaid', 'information_technology', 'hate', 'one', 'wish', 'wood', 'dysprosium']"
771,"['Samuel', 'serve', 'privation', 'constitute', 'one', 'world_health_organization', 'fail', 'beryllium', 'good', 'equally', 'want', 'oregon', 'continue', 'beat']"
772,"['And', 'astatine', 'party', 'sleep_together', 'maine', 'sleep_together', 'one', 'bet_on', 'indiana', 'five-spot', 'minute', 'hope', 'Sandman', 'mho', 'bicycle', 'volition', 'clean', 'ass', 'body', 'equal', 'army_for_the_liberation_of_rwanda', 'head']"
773,"['one', 'attack', 'thirty-two', '210', '212', 'twenty-three']"
774,"['Donna', 'cut', 'stop', 'randomness', 'damn', 'ball', 'indian', 'Chinese', 'asshole', 'check_mark', 'print', 'message', 'treatment', 'personal', 'information', 'Gay', 'Wahhabi']"
775,"['punch-drunk', 'parking', 'damn', 'dress', 'receive', 'ballpark', 'one', 'huh', 'know', 'life', 'inch', 'crew', 'worm', 'come', 'dye', 'Orang', 'gun', 'park', 'attend', 'iodine', 'breed', 'Kinderaugen', 'tell', 'maine', 'know', 'parking', 'doctor_of_osteopathy', 'vein', 'aim', 'tied', 'nottingham', 'huh', 'know', 'Rio', 'Ferdinand', 'recitation', 'composition', 'pay_back', 'rid', 'hoop', 'fact', 'equal', 'ignorant', 'white', 'boy', 'Nottingham', 'London', 'oregon', 'Brighton', 'direction', 'liveliness', 'yardage', 'corrupt', 'raceway', 'duration', 'one', 'chase', 'one', 'indicate', 'artillery', 'orangutan', 'fall', 'good', 'day']"
776,"['You', 'stupid', 'stupid', 'grandfather', 'exalted', 'grandfather', 'great', 'matron', 'sing', 'sikh', 'scum', 'alike', 'world_health_organization', 'must', 'exist', 'perform', 'deserve', 'interpretation', 'unintelligent', 'stupid', 'Everyone', 'inch', 'class', 'five_hundred', 'extremity', 'embody', 'baptized', 'Khalid', 'Sikhs', 'Khalid', 'Sikhs', 'four_hundred', 'old_age', 'stupid', 'shock', 'maine', 'break', 'guru', 'teaching', 'Sahib', 'deserve', 'death', 'rhenium', 'stupid']"
777,"['The', 'future', 'time', 'happen', 'one', 'bequeath', 'report', 'information_technology', 'one', 'bequeath', 'eat', 'child', 'Roughghhhh', 'sleep_together', 'maine', 'one', 'megabyte', 'heavyweight', 'champion', 'world', 'one', 'feed', 'face']"
778,"['merely', 'wait', 'death', 'near']"
779,"['iodine', 'come', 'get', 'one', 'know', 'alive', 'iodine', 'issue_forth', 'rape']"
780,"['iodine', 'find', 'street', 'one', 'thousand', 'plump', 'kick', 'Ass']"
781,"['stop_consonant', 'jack', 'someday', 'something', 'badly', 'happen', 'yes', 'information_technology', 'threat']"
782,"['one', 'megabyte', 'start', 'sleep_together', 'irish', 'fagot', 'fuck', 'mother']"
783,"['one', 'megabyte', 'run', 'toss_off', 'one', 'serious', 'You', 'wholly', 'self', 'kill', 'loser', 'world_health_organization', 'deserve', 'die', 'one', 'make', 'every', 'matchless', 'suffer', 'severe', 'death']"
784,"['one', 'kill', 'astatine', 'dawn', 'nincompoop', 'faggot', 'die', 'one', 'stamp_out', 'person', 'else', 'bettor', 'protect', 'drug_user', 'space', 'iodine', 'vandalize', 'information_technology']"
785,"['one', 'thousand', 'talk', 'trachea', 'one', 'molarity', 'spill', 'real', 'life', 'around', 'world', 'demur', 'Gay', 'Reeks', 'motivation', 'cost', 'treat', 'well', 'run']"
786,"['Because', 'censoring', 'control', 'bequeath', 'killing', 'one', 'come', 'New', 'Orleans', 'iodine', 'volition', 'blow', 'house', 'icky', 'eighty-six', '134', '181', 'thirty-five']"
787,"['lamb', 'Seabrook', 'days', 'number', 'knife', 'constitute', 'train', 'severe', 'atrocious', 'thing', 'embody', 'sleep_together', 'aspirin', 'dick']"
788,"['fdsgdfgfd', 'bash', 'die', 'speak']"
789,"['Damn', 'nigger', 'dare', 'cancel', 'change', 'one', 'volition', 'chase', 'rape', 'edit', 'internal', 'electric_organ']"
790,"['Look', 'small', 'gay', 'cock', 'You', 'look', 'good', 'inch', 'mouth', 'oregon', 'kick', 'Funking', 'kiwi', 'medium', 'watch', 'merely', 'whoever', 'look', 'astatine', 'liveliness', 'überrrrrrrrrrrrrrrrrrrrrrr']"
791,"['Glenn', 'Beck', 'embody', 'pack', 'helium', 'love', 'stopcock', 'ass', 'iodine', 'like', 'hack', 'oral_sex']"
792,"['pressing', 'pressing', 'fucker', 'commercial_enterprise', 'discontinue', 'fucker', 'change', 'damn', 'fuck', 'eat', 'common', 'fucker', 'cock', 'evil', 'beat', 'ass', 'arrive', 'find', 'maine', 'niggard', 'one', 'thousand']"
793,"['block', 'maine', 'challenge', 'Hey', 'state', 'maine', 'one', 'iodine', 'belong', 'ahead', 'block', 'practice', 'iodine', 'kill', 'damn', 'close_up', 'site', 'always', 'one', 'attempt', 'wweppvguy']"
794,"['one', 'adam', 'beginning', 'bide', 'conscious', 'RELIURE', 'subsequent', 'process', 'aside', 'exploitation', 'ammonia_water', 'iodine', 'mutilate', 'genitalia', 'drive', 'consume', 'piece', 'skin', 'put_up', 'cut', 'skin', 'baseball_glove', 'iodine', 'hired_hand', 'cut', 'digestive', 'nerve_pathway', 'pull', 'information_technology', 'volition', 'colon', 'colon', 'masturbation', 'one', 'megabyte', 'done', 'one', 'push', 'information_technology', 'indiana', 'neck', 'finally', 'iodine', 'throw', 'body', 'project', 'information_technology', 'plunge', 'information_technology', 'belong']"
795,"['iodine', 'love', 'one', 'kill', 'death']"
796,"['miller', 'intrusion', 'think', 'safe', 'island', 'fire', 'learn', 'gripe', 'lapp', 'honest-to-god', 'collaborator', 'total', 'capacity', 'know', 'doubtful', 'meaning', 'time', 'painting', 'miller', 'phi', 'tantalum', 'world_health_organization', 'need', 'sleep_together', 'braid', 'ass', 'full', 'hard', 'Rub', 'continue', 'connect', 'contempt', 'permanent_wave', 'threat', 'always', 'well', 'safety', 'citizenry', 'deoxyadenosine_monophosphate', 'constantly', 'big', 'mouth', 'embody', 'end', 'assure', 'bequeath', 'beryllium', 'think', 'information_technology', 'sulfur', 'hard', 'like', 'putter', 'Phi', 'Island', 'comparable', 'city', 'spirit', 'round', 'see', 'place', 'person', 'toilet', 'wait', 'bloody', 'information_technology', 'merely', 'listen', 'want', 'beryllium', 'right', 'give', 'head', 'warn', 'Columbia', 'shame', 'displace', 'pronounce', 'Hello', 'prison_term', 'patient', 'act', 'angstrom', 'traverse', 'street', 'look', 'left', 'right', 'merely', 'expression', 'behind', 'look', 'far', 'ahead', 'information_technology', 'wholly', 'clock', 'never', 'know', 'could', 'come', 'How', 'could', 'information_technology', 'constitute', 'carry', 'information_technology', 'yes', 'could', 'hedge', 'ball', 'one', 'hope', 'see', 'soon', 'see', 'uranium', 'seventy-two', 'seventy-six', 'ten', '207']"
797,"['fuck', 'ampere', 'give', 'blasted', 'steer', 'give_voice', 'one', 'suspect', 'point', 'distributor_point', 'compress', 'unintelligent', 'asshole', 'merely', 'toilet', 'start', 'sleep_together', 'one', 'hope', 'die']"
798,"['well', 'iodine', 'hope', 'die', 'install']"
799,"['Hello', 'chilling', 'boy', 'iodine', 'molarity', 'depart', 'function', 'along', 'trachea', 'one', 'run', 'user', 'page', 'often', 'line_up', 'head', 'chilling', 'leave', 'side', 'riddle', 'information_technology', 'disgust', 'adult', 'make', 'necessitate', 'note', 'ask', 'one', 'programmer', 'discontinue', 'look', 'bloody', 'head', 'leave', 'side', 'screen', 'buddy', 'necessitate', 'maine', 'kill', 'iodine', 'witness', 'read', 'helium', 'would', 'welcome', 'Marseilles', 'drug_user']"
800,"['thinking', 'fuck', 'sleep_together', 'die', 'burn', 'hell']"
801,"['sock', 'puppet', 'constitute', 'iodine', 'hunt', 'one', 'find', 'sine', 'submerge', 'fit', 'hell', 'iodine', 'lack', 'hell', 'probably', 'pocket', 'child', 'straighten', 'manner', 'yea', 'Block', 'hex']"
802,"['lecture', 'edit', 'oregon', 'destroy']"
